id, en_name,zh_name,desc
72,azalea , 映山红 ,杜鹃（学名：Rhododendron simsii Planch.）：是双子叶植物纲、杜鹃花科、杜鹃属的常绿灌木、落叶灌木 [1]  。又名映山红、山石榴。相传，古有杜鹃鸟，日夜哀鸣而咯血，染红遍山的花朵，因而得名。杜鹃花一般春季开花，每簇花2-6朵，花冠漏斗形，有红、淡红、杏红、雪青、白色等，花色繁茂艳丽。生于海拔500-1200（-2500）米的山地疏灌丛或松林下，为中国中南及西南典型的酸性土指示植物。
65,californian poppy ,花菱草,花菱草，（学名：Eschscholtzia californica Cham.），为罂粟科多年生草本植物，常作一、二年生栽培。耐寒力较强，喜冷凉干燥气候、不耐湿热，炎热的夏季处于半休眠状态，常枯死 ，秋后再萌发。
80,anthurium , 花烛,花烛属，上升或匍匐草本，或为攀援灌木。叶形各式，全缘或浅裂，深裂或掌状分裂；叶柄明显，基部具短鞘，先端有膨大的关节，花序柄大都伸长，稀很短。产热带美洲，现各热带地区常有栽培，我国引入有花烛A. andraeanum Lind. 等2种，见于福建、广东和云南，供观赏。
76,morning glory , 牵牛花 ,牵牛（Ipomoea nil (Linnaeus) Roth [2]  ）是旋花科、牵牛属，一年生缠绕草本 [1]  。这一种植物的花酷似喇叭状，因此有些地方叫它喇叭花。种植牵牛花一般在春天播种，夏秋开花，其品种很多，花的颜色有蓝、绯红、桃红、紫等，亦有混色的，花瓣边缘的变化较多，是常见的观赏植物。果实卵球形，可以入药。牵牛花叶子三裂，基部心形。花呈白色、紫红色或紫蓝色，漏斗状，全株有粗毛。花期以夏季最盛。种子具有药用价值。
37,cape flower ,孤挺花属,孤挺花属（Amaryllis） 是石蒜科孤挺花族孤挺花亚族（Amaryllidinae）的唯一一个属，是一类小型开花植物，下共二种，其中比较出名的是原产于南非西开普的南非孤挺花（Amaryllis belladonna）[1]，这一一种较常见的观赏植物。
56,bishop of llandaff , 兰达夫主教 ,大丽花属（学名：Dahlia）是菊科的一个属，分布于拉丁美洲。
60,pink-yellow dahlia ,大丽花属,大丽花属（学名：Dahlia）是菊科的一个属，分布于拉丁美洲。
82,clematis , 铁线莲,铁线莲（Clematis florida Thunb.），别名铁线牡丹、番莲、金包银、山木通、番莲、威灵仙；为毛茛科 、铁线莲属植物，多数为落叶或常绿草质藤本，花期从早春到晚秋（也有少数冬天开花的品种），果期夏季。有若干个种、变种及其品种和杂交种，可栽培供园林观赏用。铁线莲享有“藤本花卉皇后”之美称，花期6~9月，花色一般为白色，花有芳香气味， 铁线莲可作展览用切花，可用于攀缘常绿或落叶乔灌木上，可用作地被；以根及全草入药。利尿，理气通便，活血止痛。用于小便不利，腹胀，便闭；外用治关节肿痛，虫蛇咬伤。
58,geranium , 天竺葵;老鹳草 ,天竺葵（学名：Pelargonium hortorum ），别名洋绣球、石腊红、入腊红、日烂红、洋葵，属牻牛儿苗科，包括约230种多年生肉质、亚灌木或灌木植物。天竺葵原产非洲南部，世界各地普遍栽培。
75,thorn apple ,曼陀罗花 ,曼陀罗花又叫洋金花、大喇叭花、山茄子、夕颜、醉心花、狗核桃、醉仙桃等，果实名为：狗核桃、毛苹果。为茄科曼陀罗属、一年生直立草本植物，原产印度，现广泛分布全球，我国各地均有野生或栽培，主产在华南地区，以广西最多。花期6－8月 [1]  ，果期6－10月，喜温暖、向阳及排水良好的砂质壤土。多野生在田间、沟旁、道边、河岸、山坡等地方，主要危害棉花、豆类、薯类、蔬菜等，有剧毒。
41,barbeton daisy ,雏菊,雏菊（学名：Bellis perennis）是菊科雏菊属的一种，别名长命菊、延命菊，原产于欧洲，原种被视为丛生的杂草，开花期在春季。
95,bougainvillea , 叶子花,叶子花（学名：Bougainvillea spectabilis Willd.），紫茉莉科，叶子花属木质藤本状灌木，茎有弯刺，并密生绒毛。单叶互生，卵形全缘，被厚绒毛，顶端圆钝。花很细小，黄绿色，三朵聚生于三片红苞中，外围的红苞片大而美丽，有鲜红色、橙黄色、紫红色、乳白色等，被误认为是花瓣，因其形状似叶，故称其为叶子花。花期可从11月起至第二年6月。冬春之际，姹紫嫣红的苞片展现，给人以奔放、热烈的感受，因此又得名贺春红。
43,sword lily , 剑兰,剑兰，学名为唐菖蒲，是鸢尾科球根植物。
83,hibiscus , 木槿 ,木槿（学名：Hibiscus syriacus Linn.）：落叶灌木，高3-4米，小枝密被黄色星状绒毛。叶菱形至三角状卵形，长3-10厘米，宽2-4厘米，具深浅不同的3裂或不裂，先端钝，基部楔形，边缘具不整齐齿缺，下面沿叶脉微被毛或近无毛。花单生于枝端叶腋间，花萼钟形，长14-20毫米，密被星状短绒毛，裂片5，三角形；花朵色彩有纯白、淡粉红、淡紫、紫红等，花形呈钟状，有单瓣、复瓣、重瓣几种。外面疏被纤毛和星状长柔毛。蒴果卵圆形，直径约12毫米，密被黄色星状绒毛；种子肾形，背部被黄白色长柔毛。花期7-10月。
78,lotus lotus ,百脉根属,百脉根属（学名：Lotus）是蝶形花科下的一个属，为多年生草本或小灌木植物。该属共有约60种，分布于欧洲、亚洲、南非和大洋洲。
88,cyclamen , 仙客来,仙客来（Cyclamen persicum Mill.），别名萝卜海棠、兔耳花、兔子花、一品冠、篝火花、翻瓣莲，是报春花科、仙客来属多年生草本植物，叶片由块茎顶部生出，心形、卵形或肾形，叶片有细锯齿，叶面绿色，具有白色或灰色晕斑，叶背绿色或暗红色，叶柄较长，红褐色。
94,foxglove , 洋地黄,毛地黄（学名：Digitalis purpurea L）是玄参科、毛地黄属一年生或多年生草本植物。除花冠外，全体被灰白色短柔毛和腺毛，有时茎上几无毛，高60-120厘米。茎单生或数条成丛。 茎直立，少分枝，全株被灰白色短柔毛和腺毛；叶基生，莲座状，为卵圆形或卵状披针形，叶缘有圆锯齿，叶柄具狭翅，叶形由下至上渐小；花朵有粉红色和蜡紫红色，顶生，总状花序，花冠钟形，内有浅白边缘的深紫红色斑点，雄蕊有四枚，果实为蒴果。
81,frangipani , 鸡蛋花树,鸡蛋花树（学名：鸡蛋花，拉丁学名：Plumeria rubra L. 'Acutifolia'）为夹竹桃科鸡蛋花属落叶小乔木，高约5米，最高可达8米，胸径15-20厘米；枝条粗壮，带肉质，具丰富乳汁，绿色，无毛。叶厚纸质，长圆状倒披针形或长椭圆形。花期5-10月，果期栽培极少结果，一般为7-12月。我国广东、广西、云南、福建等省区有栽培，在云南南部山中有逸为野生的。原产墨西哥；现广植于亚洲热带及亚热带地区。
74,rose , 玫瑰,玫瑰（英文名称：rose [16]  ）：是蔷薇目，蔷薇科、蔷薇属多种植物和培育花卉的通称名字。直立、蔓延或攀援灌木，多数被有皮刺、针刺或刺毛，稀无刺，有毛、无毛或有腺毛。叶互生；花单生；花托球形、坛形至杯形；花瓣5，稀4，开展，覆瓦状排列，白色、黄色，粉红色至红色；花柱顶生至侧生，外伸，离生或上部合生；花瓣倒卵形，重瓣至半重瓣，花有紫红色、黄色、粉色、白色和各种复色。枝条较为柔弱软垂且多密刺，每年花期只有一次。
89,watercress , 水田芥,水田（watercress）又名水芥菜或西洋菜也为豆瓣菜，属十字花科多年生植物，学名为Nasturtium officinale，原产欧亚，已在北美归化。生长于凉爽的溪流中，沈水、浮在水上或平铺在泥地表面。常用大桶栽培采其嫩梢作沙拉。叶纤细，淡绿色，有胡椒味，富含维生素C。花白色。角果小，豆荚状。种子成两行。扦插易生根。
73,water lily , 睡莲 ,睡莲（学名：Nymphaea L.）是睡莲科睡莲属植物统称。多年生浮叶型水生草本植物，根状茎肥厚，直立或匍匐。叶二型，浮水叶浮生于水面，基部深裂成马蹄形或心脏形，叶缘波状全缘或有齿；沉水叶薄膜质，柔弱。花单生，花有大小与颜色之分，浮水或挺水开花；萼片4枚，花瓣、雄蕊多。果实为浆果，在水中成熟，不规律开裂；种子深绿或黑褐色，为胶质包裹，有假种皮。
46,wallflower , 桂竹香,桂竹香（学名：Erysimum × cheiri (L.) Crantz）是十字花科糖芥属植物，多年生草本，高20-60厘米；茎直立，具棱角，下部木质化，具分枝，全体有贴生长柔毛。基生叶莲座状，倒披针形、披针形至线形，顶端急尖，基部渐狭；叶柄长7-10毫米；茎生叶较小，近无柄。总状花序果期伸长；花桔黄色或黄褐色，芳香；花梗长4-7毫米；萼片长圆形；花瓣倒卵形，有长爪。长角果线形，直立；果梗上升；种子卵形，浅棕色，顶端有翅。花期4-5月，果期5-6月
77,passion flower , 西番莲 ,西番莲（学名：Passiflora caerulea L.）是多年生常绿攀缘木质藤本植物，是一种芳香可口的水果，有“果汁之王”的美誉。又名受难果、巴西果、藤桃、热情果、转心莲、西洋鞠，转枝莲、洋酸茄花，时计草。
51,petunia , 矮牵牛 ,碧冬茄（学名：Petunia hybrida Vilm.）是茄科，碧冬茄属一年生草本植物，高可达60厘米，叶片卵形，顶端急尖，侧脉不显著，花单生于叶腋，裂片条形，顶端钝，果时宿存；花冠白色或紫堇色，有各式条纹，漏斗状，花柱稍超过雄蕊。蒴果圆锥状，种子极小，近球形，褐色。
